Expertise,Mode,Winner,Loser
expert,tournamentN,32,294
expert,tournamentN,344,70
expert,tournamentN,257,262
expert,tournamentN,w11,86
expert,tournamentN,319,153
expert,tournamentN,145,104
expert,tournamentN,42,319
expert,tournamentN,w11,32
expert,tournamentN,37,145
expert,tournamentN,257,344
expert,tournamentN,37,w11
expert,tournamentN,257,42
expert,tournamentN,37,257
novice,tradeN,335,292
novice,tradeN,335,20
novice,tradeN,335,219
novice,tradeN,338,335
novice,tradeN,265,338
novice,tradeN,265,145
novice,tradeN,265,111
novice,tradeN,265,279
novice,tradeN,265,55
novice,tradeN,265,125
novice,tradeN,265,319
novice,tradeN,265,212
novice,tradeN,265,131
novice,tradeN,265,264
novice,tradeN,265,1
novice,tradeN,265,113
novice,tradeN,265,192
novice,tradeN,265,318
novice,tradeN,265,183
novice,tradeN,265,289
novice,tradeN,265,242
novice,tradeN,265,321
novice,tradeN,265,282
novice,tradeN,265,199
novice,tradeN,265,60
novice,tradeN,265,166
novice,tradeN,265,239
novice,tradeN,265,18
novice,tradeN,265,22
novice,tradeN,265,70
novice,tradeN,265,204
novice,tournamentN,297,35
novice,tournamentN,329,349
novice,tournamentN,327,343
novice,tournamentN,157,104
novice,tournamentN,201,123
novice,tournamentN,226,48
novice,tournamentN,25,139
novice,tournamentN,124,96
novice,tournamentN,65,150
novice,tournamentN,174,323
novice,tournamentN,130,164
novice,tournamentN,291,173
novice,tournamentN,50,72
novice,tournamentN,197,42
novice,tournamentN,188,88
novice,tournamentN,286,41
novice,tournamentN,329,157
novice,tournamentN,124,201
novice,tournamentN,286,297
novice,tournamentN,291,65
novice,tournamentN,174,25
novice,tournamentN,226,327
novice,tournamentN,197,50
novice,tournamentN,130,188
novice,tournamentN,286,174
novice,tournamentN,124,226
novice,tournamentN,291,197
novice,tournamentN,329,130
novice,tournamentN,286,329
novice,tournamentN,291,124
novice,tournamentN,291,286
expert,tradeN,93,316
expert,tradeN,93,144
expert,tradeN,93,166
expert,tradeN,93,291
expert,tradeN,93,178
expert,tradeN,93,275
expert,tradeN,93,34
expert,tradeN,93,199
expert,tradeN,93,176
expert,tradeN,93,283
expert,tradeN,93,54
expert,tradeN,93,125
expert,tradeN,93,193
expert,tradeN,93,276
expert,tradeN,93,106
expert,tradeN,93,70
expert,tradeN,93,28
expert,tradeN,93,40
expert,tradeN,93,32
expert,tradeN,93,44
expert,tradeN,93,318
expert,tradeN,93,249
expert,tradeN,93,0
expert,tradeN,93,151
expert,tradeN,93,182
expert,tradeN,93,191
expert,tradeN,93,47
expert,tradeN,93,95
expert,tradeN,339,93
expert,tradeN,339,149
expert,tradeN,339,158
expert,tournamentN,231,273
expert,tournamentN,208,113
expert,tournamentN,203,46
expert,tournamentN,183,205
expert,tournamentN,w15,57
expert,tournamentN,30,247
expert,tournamentN,135,99
expert,tournamentN,333,80
expert,tournamentN,242,90
expert,tournamentN,74,137
expert,tournamentN,278,326
expert,tournamentN,124,238
expert,tournamentN,103,313
expert,tournamentN,146,209
expert,tournamentN,94,147
expert,tournamentN,161,206
expert,tournamentN,135,242
expert,tournamentN,203,183
expert,tournamentN,w15,278
expert,tournamentN,208,146
expert,tournamentN,103,124
expert,tournamentN,74,94
expert,tournamentN,231,30
expert,tournamentN,333,161
expert,tournamentN,103,231
expert,tournamentN,203,w15
expert,tournamentN,333,135
expert,tournamentN,208,74
expert,tournamentN,103,203
expert,tournamentN,333,208
expert,tournamentN,333,103
expert,tradeN,344,65
expert,tradeN,344,23
expert,tradeN,344,279
expert,tradeN,344,322
expert,tradeN,199,344
expert,tradeN,199,203
expert,tradeN,199,290
expert,tradeN,199,324
expert,tradeN,199,332
expert,tradeN,199,60
expert,tradeN,199,99
expert,tradeN,340,199
expert,tradeN,340,282
expert,tradeN,340,95
expert,tradeN,340,320
expert,tradeN,340,164
expert,tradeN,340,140
expert,tradeN,340,298
expert,tradeN,340,w14
expert,tradeN,340,314
expert,tradeN,340,38
expert,tradeN,340,35
expert,tradeN,340,295
expert,tradeN,340,273
expert,tradeN,340,185
expert,tradeN,340,336
expert,tradeN,340,5
expert,tradeN,w9,340
expert,tradeN,w9,9
expert,tradeN,347,w9
expert,tradeN,347,25
expert,tournamentN,239,284
expert,tournamentN,247,233
expert,tournamentN,237,227
expert,tournamentN,165,304
expert,tournamentN,331,115
expert,tournamentN,297,261
expert,tournamentN,33,101
expert,tournamentN,229,56
expert,tournamentN,224,92
expert,tournamentN,130,251
expert,tournamentN,244,139
expert,tournamentN,42,187
expert,tournamentN,278,34
expert,tournamentN,228,120
expert,tournamentN,250,190
expert,tournamentN,337,162
expert,tournamentN,33,165
expert,tournamentN,278,42
expert,tournamentN,130,224
expert,tournamentN,244,229
expert,tournamentN,237,337
expert,tournamentN,250,247
expert,tournamentN,228,297
expert,tournamentN,331,239
expert,tournamentN,228,244
expert,tournamentN,278,237
expert,tournamentN,130,33
expert,tournamentN,331,250
expert,tournamentN,130,278
expert,tournamentN,331,228
expert,tournamentN,331,130
expert,tradeN,w11,169
expert,tradeN,w8,w11
expert,tradeN,w8,77
expert,tradeN,w8,342
expert,tradeN,w8,186
expert,tradeN,w8,33
expert,tradeN,w8,124
expert,tradeN,w8,348
expert,tradeN,w8,112
expert,tradeN,w8,336
expert,tradeN,w8,14
expert,tradeN,230,w8
expert,tradeN,230,140
expert,tradeN,230,343
expert,tradeN,230,280
expert,tradeN,230,209
expert,tradeN,230,143
expert,tradeN,230,341
expert,tradeN,230,184
expert,tradeN,230,9
expert,tradeN,230,271
expert,tradeN,230,11
expert,tradeN,230,108
expert,tradeN,230,74
expert,tradeN,230,292
expert,tradeN,230,50
expert,tradeN,230,91
expert,tradeN,230,67
expert,tradeN,230,137
expert,tradeN,230,321
expert,tradeN,230,221
expert,tournamentN,322,55
expert,tournamentN,282,80
expert,tournamentN,117,249
expert,tournamentN,207,349
expert,tournamentN,256,226
expert,tournamentN,185,214
expert,tournamentN,8,132
expert,tournamentN,179,115
expert,tournamentN,234,13
expert,tournamentN,269,151
expert,tournamentN,334,264
expert,tournamentN,122,156
expert,tournamentN,332,54
expert,tournamentN,93,211
expert,tournamentN,338,335
expert,tournamentN,198,70
expert,tournamentN,117,256
expert,tournamentN,207,322
expert,tournamentN,338,179
expert,tournamentN,334,332
expert,tournamentN,198,185
expert,tournamentN,269,234
expert,tournamentN,122,8
expert,tournamentN,93,282
expert,tournamentN,338,122
expert,tournamentN,334,207
expert,tournamentN,269,117
expert,tournamentN,93,198
expert,tournamentN,334,93
expert,tournamentN,269,338
expert,tournamentN,334,269
novice,tradeN,130,254
novice,tradeN,121,130
novice,tradeN,286,121
novice,tradeN,286,163
novice,tradeN,286,82
novice,tradeN,286,255
novice,tradeN,286,w14
novice,tradeN,286,345
novice,tradeN,286,140
novice,tradeN,286,249
novice,tradeN,286,257
novice,tradeN,286,195
novice,tradeN,286,341
novice,tradeN,286,152
novice,tradeN,286,317
novice,tradeN,286,10
novice,tradeN,286,62
novice,tradeN,286,271
novice,tradeN,286,174
novice,tradeN,286,192
novice,tradeN,286,190
novice,tradeN,286,80
novice,tradeN,286,90
novice,tradeN,286,24
novice,tradeN,286,331
novice,tradeN,286,79
novice,tradeN,286,220
novice,tradeN,286,322
novice,tradeN,286,202
novice,tradeN,286,217
novice,tradeN,286,234
novice,tournamentN,86,78
novice,tournamentN,212,240
novice,tournamentN,282,256
novice,tournamentN,58,270
novice,tournamentN,37,326
novice,tournamentN,135,348
novice,tournamentN,102,155
novice,tournamentN,13,343
novice,tournamentN,175,131
novice,tournamentN,346,161
novice,tournamentN,66,159
novice,tournamentN,2,147
novice,tournamentN,332,9
novice,tournamentN,228,57
novice,tournamentN,146,261
novice,tournamentN,89,313
novice,tournamentN,146,282
novice,tournamentN,135,175
novice,tournamentN,2,66
novice,tournamentN,332,37
novice,tournamentN,89,86
novice,tournamentN,346,13
novice,tournamentN,228,102
novice,tournamentN,212,58
novice,tournamentN,89,146
novice,tournamentN,212,228
novice,tournamentN,332,2
novice,tournamentN,135,346
novice,tournamentN,332,212
novice,tournamentN,135,89
novice,tournamentN,135,332
expert,tradeN,w9,245
expert,tradeN,w9,65
expert,tradeN,w9,249
expert,tradeN,w9,327
expert,tradeN,w9,324
expert,tradeN,w9,200
expert,tradeN,w9,144
expert,tradeN,w9,161
expert,tradeN,w9,72
expert,tradeN,w9,166
expert,tradeN,w9,242
expert,tradeN,w9,349
expert,tradeN,w9,27
expert,tradeN,w9,34
expert,tradeN,w9,197
expert,tradeN,w9,282
expert,tradeN,w9,337
expert,tradeN,w9,56
expert,tradeN,w9,30
expert,tradeN,w9,97
expert,tradeN,w9,102
expert,tradeN,w9,90
expert,tradeN,w9,215
expert,tradeN,w9,342
expert,tradeN,w9,208
expert,tradeN,w9,303
expert,tradeN,w9,105
expert,tradeN,w9,64
expert,tradeN,w9,106
expert,tradeN,w9,104
expert,tradeN,w9,w5
expert,tournamentN,196,25
expert,tournamentN,w18,w17
expert,tournamentN,41,233
expert,tournamentN,212,48
expert,tournamentN,192,281
expert,tournamentN,181,176
expert,tournamentN,51,132
expert,tournamentN,225,47
expert,tournamentN,w11,280
expert,tournamentN,230,117
expert,tournamentN,273,42
expert,tournamentN,267,w0
expert,tournamentN,345,44
expert,tournamentN,341,83
expert,tournamentN,252,223
expert,tournamentN,347,189
expert,tournamentN,347,192
expert,tournamentN,212,341
expert,tournamentN,345,267
expert,tournamentN,w11,w18
expert,tournamentN,225,181
expert,tournamentN,230,196
expert,tournamentN,41,51
expert,tournamentN,252,273
expert,tournamentN,212,41
expert,tournamentN,345,347
expert,tournamentN,w11,230
expert,tournamentN,225,252
expert,tournamentN,w11,212
expert,tournamentN,345,225
expert,tournamentN,w11,345
expert,tradeN,214,307
expert,tradeN,289,214
expert,tradeN,59,289
expert,tradeN,59,107
expert,tradeN,130,59
expert,tradeN,130,168
expert,tradeN,130,173
expert,tradeN,130,158
expert,tradeN,130,221
expert,tradeN,130,133
expert,tradeN,106,130
expert,tradeN,124,106
expert,tradeN,124,140
expert,tradeN,121,124
expert,tradeN,93,121
expert,tradeN,93,162
expert,tradeN,93,141
expert,tradeN,93,280
expert,tradeN,93,165
expert,tradeN,93,219
expert,tradeN,93,147
expert,tradeN,93,259
expert,tradeN,93,322
expert,tradeN,93,21
expert,tradeN,93,92
expert,tradeN,93,172
expert,tradeN,93,55
expert,tradeN,93,238
expert,tradeN,93,w19
expert,tradeN,93,41
expert,tradeN,93,266
expert,tournamentN,235,77
expert,tournamentN,146,48
expert,tournamentN,244,311
expert,tournamentN,339,144
expert,tournamentN,182,294
expert,tournamentN,268,326
expert,tournamentN,142,192
expert,tournamentN,w17,134
expert,tournamentN,164,85
expert,tournamentN,217,224
expert,tournamentN,343,348
expert,tournamentN,136,156
expert,tournamentN,69,279
expert,tournamentN,103,96
expert,tournamentN,64,102
expert,tournamentN,70,305
expert,tournamentN,343,69
expert,tournamentN,w17,244
expert,tournamentN,136,164
expert,tournamentN,235,103
expert,tournamentN,142,217
expert,tournamentN,182,64
expert,tournamentN,339,70
expert,tournamentN,268,146
expert,tournamentN,235,136
expert,tournamentN,339,182
expert,tournamentN,343,w17
expert,tournamentN,142,268
expert,tournamentN,235,343
expert,tournamentN,339,142
expert,tournamentN,339,235
novice,tradeN,200,281
novice,tradeN,200,299
novice,tradeN,200,348
novice,tradeN,200,282
novice,tradeN,200,279
novice,tradeN,200,221
novice,tradeN,200,306
novice,tradeN,200,315
novice,tradeN,200,298
novice,tradeN,200,123
novice,tradeN,200,137
novice,tradeN,200,38
novice,tradeN,200,88
novice,tradeN,200,251
novice,tradeN,200,43
novice,tradeN,200,259
novice,tradeN,200,304
novice,tradeN,200,139
novice,tradeN,200,119
novice,tradeN,200,284
novice,tradeN,200,28
novice,tradeN,200,234
novice,tradeN,200,144
novice,tradeN,200,215
novice,tradeN,200,319
novice,tradeN,200,336
novice,tradeN,200,186
novice,tradeN,200,258
novice,tradeN,200,85
novice,tradeN,200,349
novice,tradeN,200,90
novice,tournamentN,169,146
novice,tournamentN,183,148
novice,tournamentN,199,252
novice,tournamentN,334,67
novice,tournamentN,101,329
novice,tournamentN,26,94
novice,tournamentN,w14,105
novice,tournamentN,326,196
novice,tournamentN,289,194
novice,tournamentN,w2,332
novice,tournamentN,17,260
novice,tournamentN,333,52
novice,tournamentN,286,39
novice,tournamentN,125,180
novice,tournamentN,30,293
novice,tournamentN,206,w15
novice,tournamentN,17,333
novice,tournamentN,w14,289
novice,tournamentN,w2,206
novice,tournamentN,125,169
novice,tournamentN,26,183
novice,tournamentN,286,334
novice,tournamentN,199,30
novice,tournamentN,326,101
novice,tournamentN,326,26
novice,tournamentN,w14,w2
novice,tournamentN,199,17
novice,tournamentN,286,125
novice,tournamentN,286,w14
novice,tournamentN,326,199
novice,tournamentN,286,326
expert,tradeN,186,18
expert,tradeN,186,253
expert,tradeN,186,327
expert,tradeN,186,54
expert,tradeN,186,112
expert,tradeN,186,208
expert,tradeN,186,136
expert,tradeN,186,w14
expert,tradeN,341,186
expert,tradeN,341,235
expert,tradeN,341,318
expert,tradeN,341,231
expert,tradeN,286,341
expert,tradeN,286,72
expert,tradeN,286,27
expert,tradeN,286,146
expert,tradeN,286,132
expert,tradeN,286,36
expert,tradeN,286,305
expert,tradeN,286,342
expert,tradeN,286,38
expert,tradeN,331,286
expert,tradeN,331,198
expert,tradeN,331,316
expert,tradeN,331,239
expert,tradeN,331,252
expert,tradeN,172,331
expert,tradeN,172,179
expert,tradeN,172,8
expert,tradeN,172,218
expert,tradeN,172,178
expert,tournamentN,263,219
expert,tournamentN,66,41
expert,tournamentN,135,37
expert,tournamentN,284,310
expert,tournamentN,161,7
expert,tournamentN,299,293
expert,tournamentN,102,236
expert,tournamentN,262,213
expert,tournamentN,214,81
expert,tournamentN,334,276
expert,tournamentN,32,167
expert,tournamentN,188,156
expert,tournamentN,63,152
expert,tournamentN,w5,148
expert,tournamentN,19,211
expert,tournamentN,225,319
expert,tournamentN,w5,225
expert,tournamentN,263,102
expert,tournamentN,135,19
expert,tournamentN,32,63
expert,tournamentN,334,284
expert,tournamentN,161,188
expert,tournamentN,262,66
expert,tournamentN,299,214
expert,tournamentN,299,161
expert,tournamentN,263,32
expert,tournamentN,262,w5
expert,tournamentN,334,135
expert,tournamentN,334,262
expert,tournamentN,299,263
expert,tournamentN,299,334
expert,tradeN,242,205
expert,tradeN,242,173
expert,tradeN,242,43
expert,tradeN,w0,242
expert,tradeN,w0,196
expert,tradeN,w0,w10
expert,tradeN,w0,21
expert,tradeN,w0,323
expert,tradeN,w0,305
expert,tradeN,w0,349
expert,tradeN,w0,166
expert,tradeN,w0,244
expert,tradeN,w0,212
expert,tradeN,w0,30
expert,tradeN,w0,104
expert,tradeN,w0,140
expert,tradeN,w0,20
expert,tradeN,w0,51
expert,tradeN,w0,234
expert,tradeN,w0,1
expert,tradeN,w0,307
expert,tradeN,w0,170
expert,tradeN,w0,199
expert,tradeN,w0,7
expert,tradeN,w0,147
expert,tradeN,w0,318
expert,tradeN,w0,113
expert,tradeN,297,w0
expert,tradeN,341,297
expert,tradeN,341,237
expert,tradeN,341,235
expert,tournamentN,344,42
expert,tournamentN,198,80
expert,tournamentN,106,238
expert,tournamentN,178,219
expert,tournamentN,125,118
expert,tournamentN,276,153
expert,tournamentN,149,155
expert,tournamentN,123,281
expert,tournamentN,57,222
expert,tournamentN,32,15
expert,tournamentN,265,62
expert,tournamentN,136,160
expert,tournamentN,262,95
expert,tournamentN,197,78
expert,tournamentN,39,176
expert,tournamentN,w1,223
expert,tournamentN,32,123
expert,tournamentN,106,39
expert,tournamentN,344,136
expert,tournamentN,262,125
expert,tournamentN,276,149
expert,tournamentN,198,57
expert,tournamentN,w1,265
expert,tournamentN,178,197
expert,tournamentN,198,262
expert,tournamentN,344,178
expert,tournamentN,w1,276
expert,tournamentN,106,32
expert,tournamentN,344,198
expert,tournamentN,w1,106
expert,tournamentN,w1,344
novice,tradeN,169,154
novice,tradeN,224,169
novice,tradeN,224,157
novice,tradeN,297,224
novice,tradeN,w0,297
novice,tradeN,w0,276
novice,tradeN,w0,304
novice,tradeN,w0,295
novice,tradeN,w0,182
novice,tradeN,w0,107
novice,tradeN,w0,83
novice,tradeN,w0,106
novice,tradeN,w0,275
novice,tradeN,w0,148
novice,tradeN,w0,244
novice,tradeN,w0,174
novice,tradeN,w0,7
novice,tradeN,w0,283
novice,tradeN,w0,39
novice,tradeN,w0,160
novice,tradeN,w0,w4
novice,tradeN,w0,35
novice,tradeN,w0,180
novice,tradeN,w0,122
novice,tradeN,w0,196
novice,tradeN,w0,w18
novice,tradeN,w0,223
novice,tradeN,w0,313
novice,tradeN,w0,185
novice,tradeN,w0,343
novice,tradeN,w0,115
novice,tournamentN,95,114
novice,tournamentN,76,280
novice,tournamentN,258,66
novice,tournamentN,186,44
novice,tournamentN,17,271
novice,tournamentN,201,46
novice,tournamentN,172,210
novice,tournamentN,310,226
novice,tournamentN,w1,333
novice,tournamentN,155,239
novice,tournamentN,266,214
novice,tournamentN,143,113
novice,tournamentN,337,291
novice,tournamentN,30,0
novice,tournamentN,58,139
novice,tournamentN,w15,131
novice,tournamentN,337,w15
novice,tournamentN,58,30
novice,tournamentN,155,95
novice,tournamentN,258,266
novice,tournamentN,172,201
novice,tournamentN,w1,143
novice,tournamentN,17,310
novice,tournamentN,186,76
novice,tournamentN,337,186
novice,tournamentN,172,58
novice,tournamentN,w1,258
novice,tournamentN,17,155
novice,tournamentN,172,337
novice,tournamentN,w1,17
novice,tournamentN,172,w1
expert,tradeN,165,128
expert,tradeN,141,165
expert,tradeN,141,38
expert,tradeN,329,141
expert,tradeN,329,113
expert,tradeN,329,47
expert,tradeN,329,17
expert,tradeN,329,200
expert,tradeN,329,303
expert,tradeN,329,w2
expert,tradeN,329,214
expert,tradeN,329,289
expert,tradeN,329,160
expert,tradeN,329,27
expert,tradeN,329,120
expert,tradeN,329,284
expert,tradeN,329,52
expert,tradeN,w8,329
expert,tradeN,w16,w8
expert,tradeN,w16,151
expert,tradeN,w16,147
expert,tradeN,269,w16
expert,tradeN,269,88
expert,tradeN,269,315
expert,tradeN,269,280
expert,tradeN,269,76
expert,tradeN,269,184
expert,tradeN,269,39
expert,tradeN,23,269
expert,tradeN,23,332
expert,tradeN,23,155
expert,tournamentN,101,295
expert,tournamentN,258,178
expert,tournamentN,324,10
expert,tournamentN,145,8
expert,tournamentN,13,14
expert,tournamentN,241,320
expert,tournamentN,103,166
expert,tournamentN,262,223
expert,tournamentN,66,266
expert,tournamentN,15,59
expert,tournamentN,w19,323
expert,tournamentN,248,256
expert,tournamentN,92,25
expert,tournamentN,226,257
expert,tournamentN,250,213
expert,tournamentN,181,338
expert,tournamentN,13,145
expert,tournamentN,181,w19
expert,tournamentN,101,248
expert,tournamentN,226,250
expert,tournamentN,103,241
expert,tournamentN,92,15
expert,tournamentN,66,324
expert,tournamentN,258,262
expert,tournamentN,103,13
expert,tournamentN,258,101
expert,tournamentN,226,66
expert,tournamentN,181,92
expert,tournamentN,258,226
expert,tournamentN,181,103
expert,tournamentN,181,258
novice,tradeN,231,159
novice,tradeN,231,106
novice,tradeN,339,231
novice,tradeN,339,193
novice,tradeN,339,145
novice,tradeN,339,223
novice,tradeN,339,185
novice,tradeN,339,203
novice,tradeN,339,23
novice,tradeN,339,160
novice,tradeN,339,305
novice,tradeN,339,227
novice,tradeN,339,137
novice,tradeN,339,190
novice,tradeN,339,0
novice,tradeN,339,306
novice,tradeN,339,109
novice,tradeN,339,173
novice,tradeN,339,49
novice,tradeN,339,267
novice,tradeN,339,244
novice,tradeN,339,179
novice,tradeN,339,279
novice,tradeN,339,328
novice,tradeN,339,46
novice,tradeN,339,69
novice,tradeN,339,269
novice,tradeN,339,300
novice,tradeN,339,58
novice,tradeN,339,257
novice,tradeN,339,237
novice,tournamentN,262,81
novice,tournamentN,290,170
novice,tournamentN,240,221
novice,tournamentN,320,18
novice,tournamentN,219,229
novice,tournamentN,19,323
novice,tournamentN,310,112
novice,tournamentN,101,107
novice,tournamentN,w2,207
novice,tournamentN,327,236
novice,tournamentN,22,131
novice,tournamentN,302,214
novice,tournamentN,w0,266
novice,tournamentN,108,168
novice,tournamentN,153,65
novice,tournamentN,w11,330
novice,tournamentN,w11,19
novice,tournamentN,108,219
novice,tournamentN,101,320
novice,tournamentN,240,327
novice,tournamentN,290,310
novice,tournamentN,w2,w0
novice,tournamentN,302,22
novice,tournamentN,262,153
novice,tournamentN,302,240
novice,tournamentN,262,w11
novice,tournamentN,w2,290
novice,tournamentN,101,108
novice,tournamentN,101,262
novice,tournamentN,302,w2
novice,tournamentN,302,101
novice,tradeN,211,270
novice,tradeN,211,196
novice,tradeN,211,131
novice,tradeN,172,211
novice,tradeN,172,92
novice,tradeN,172,w14
novice,tradeN,172,39
novice,tradeN,172,185
novice,tradeN,172,268
novice,tradeN,172,115
novice,tradeN,172,15
novice,tradeN,172,113
novice,tradeN,172,245
novice,tradeN,172,43
novice,tradeN,172,160
novice,tradeN,172,118
novice,tradeN,172,72
novice,tradeN,172,99
novice,tradeN,172,56
novice,tradeN,172,18
novice,tradeN,172,328
novice,tradeN,172,119
novice,tradeN,172,81
novice,tradeN,172,215
novice,tradeN,172,23
novice,tradeN,103,172
novice,tradeN,103,132
novice,tradeN,103,269
novice,tradeN,103,3
novice,tradeN,103,89
novice,tradeN,103,223
novice,tournamentN,224,165
novice,tournamentN,197,34
novice,tournamentN,255,41
novice,tournamentN,298,148
novice,tournamentN,52,200
novice,tournamentN,207,62
novice,tournamentN,102,90
novice,tournamentN,321,339
novice,tournamentN,349,248
novice,tournamentN,181,83
novice,tournamentN,37,157
novice,tournamentN,315,163
novice,tournamentN,86,144
novice,tournamentN,335,0
novice,tournamentN,136,66
novice,tournamentN,300,85
novice,tournamentN,181,349
novice,tournamentN,321,197
novice,tournamentN,224,37
novice,tournamentN,207,315
novice,tournamentN,300,255
novice,tournamentN,86,52
novice,tournamentN,102,136
novice,tournamentN,298,335
novice,tournamentN,86,102
novice,tournamentN,298,321
novice,tournamentN,224,300
novice,tournamentN,181,207
novice,tournamentN,86,224
novice,tournamentN,298,181
novice,tournamentN,298,86
expert,tradeN,40,20
expert,tradeN,306,40
expert,tradeN,306,170
expert,tradeN,306,300
expert,tradeN,209,306
expert,tradeN,209,109
expert,tradeN,209,175
expert,tradeN,209,2
expert,tradeN,316,209
expert,tradeN,286,316
expert,tradeN,286,151
expert,tradeN,286,83
expert,tradeN,286,154
expert,tradeN,286,243
expert,tradeN,286,183
expert,tradeN,286,202
expert,tradeN,250,286
expert,tradeN,235,250
expert,tradeN,235,62
expert,tradeN,235,201
expert,tradeN,235,35
expert,tradeN,235,256
expert,tradeN,235,241
expert,tradeN,235,166
expert,tradeN,337,235
expert,tradeN,337,236
expert,tradeN,337,9
expert,tradeN,337,17
expert,tradeN,337,247
expert,tradeN,196,337
expert,tradeN,196,88
expert,tournamentN,349,27
expert,tournamentN,92,95
expert,tournamentN,333,w5
expert,tournamentN,270,328
expert,tournamentN,200,148
expert,tournamentN,89,229
expert,tournamentN,298,54
expert,tournamentN,32,197
expert,tournamentN,169,73
expert,tournamentN,130,245
expert,tournamentN,51,188
expert,tournamentN,340,63
expert,tournamentN,134,238
expert,tournamentN,123,96
expert,tournamentN,135,192
expert,tournamentN,204,107
expert,tournamentN,298,32
expert,tournamentN,130,134
expert,tournamentN,51,92
expert,tournamentN,340,169
expert,tournamentN,200,89
expert,tournamentN,123,270
expert,tournamentN,333,135
expert,tournamentN,349,204
expert,tournamentN,340,130
expert,tournamentN,51,123
expert,tournamentN,298,349
expert,tournamentN,333,200
expert,tournamentN,340,333
expert,tournamentN,298,51
expert,tournamentN,340,298
expert,tradeN,123,253
expert,tradeN,123,239
expert,tradeN,123,282
expert,tradeN,123,348
expert,tradeN,343,123
expert,tradeN,343,170
expert,tradeN,343,153
expert,tradeN,58,343
expert,tradeN,58,327
expert,tradeN,58,3
expert,tradeN,58,175
expert,tradeN,58,317
expert,tradeN,58,135
expert,tradeN,58,43
expert,tradeN,198,58
expert,tradeN,198,264
expert,tradeN,198,139
expert,tradeN,198,286
expert,tradeN,198,15
expert,tradeN,198,60
expert,tradeN,198,80
expert,tradeN,89,198
expert,tradeN,89,54
expert,tradeN,89,236
expert,tradeN,89,179
expert,tradeN,89,248
expert,tradeN,89,97
expert,tradeN,302,89
expert,tradeN,302,203
expert,tradeN,302,319
expert,tradeN,302,65
expert,tournamentN,331,113
expert,tournamentN,349,48
expert,tournamentN,258,114
expert,tournamentN,92,255
expert,tournamentN,w9,102
expert,tournamentN,237,256
expert,tournamentN,105,254
expert,tournamentN,278,310
expert,tournamentN,93,130
expert,tournamentN,112,206
expert,tournamentN,23,218
expert,tournamentN,261,104
expert,tournamentN,81,83
expert,tournamentN,346,156
expert,tournamentN,26,5
expert,tournamentN,277,273
expert,tournamentN,93,23
expert,tournamentN,331,105
expert,tournamentN,26,346
expert,tournamentN,278,277
expert,tournamentN,112,81
expert,tournamentN,92,261
expert,tournamentN,258,349
expert,tournamentN,w9,237
expert,tournamentN,278,112
expert,tournamentN,331,258
expert,tournamentN,w9,93
expert,tournamentN,26,92
expert,tournamentN,w9,331
expert,tournamentN,26,278
expert,tournamentN,w9,26
expert,tradeN,121,63
expert,tradeN,121,197
expert,tradeN,121,307
expert,tradeN,121,99
expert,tradeN,241,121
expert,tradeN,241,185
expert,tradeN,241,w16
expert,tradeN,241,273
expert,tradeN,241,286
expert,tradeN,241,43
expert,tradeN,347,241
expert,tradeN,347,137
expert,tradeN,347,160
expert,tradeN,347,294
expert,tradeN,347,89
expert,tradeN,347,186
expert,tradeN,347,38
expert,tradeN,347,w0
expert,tradeN,347,270
expert,tradeN,347,18
expert,tradeN,347,35
expert,tradeN,347,129
expert,tradeN,347,168
expert,tradeN,347,280
expert,tradeN,347,224
expert,tradeN,347,51
expert,tradeN,347,11
expert,tradeN,347,93
expert,tradeN,347,66
expert,tradeN,347,200
expert,tradeN,347,326
expert,tournamentN,10,166
expert,tournamentN,60,54
expert,tournamentN,120,195
expert,tournamentN,278,73
expert,tournamentN,198,41
expert,tournamentN,w1,158
expert,tournamentN,297,2
expert,tournamentN,103,192
expert,tournamentN,318,159
expert,tournamentN,164,34
expert,tournamentN,255,82
expert,tournamentN,22,153
expert,tournamentN,338,155
expert,tournamentN,113,42
expert,tournamentN,67,92
expert,tournamentN,143,323
expert,tournamentN,255,198
expert,tournamentN,278,164
expert,tournamentN,w1,67
expert,tournamentN,103,297
expert,tournamentN,113,10
expert,tournamentN,338,318
expert,tournamentN,143,60
expert,tournamentN,120,22
expert,tournamentN,278,113
expert,tournamentN,103,143
expert,tournamentN,w1,255
expert,tournamentN,338,120
expert,tournamentN,103,278
expert,tournamentN,338,w1
expert,tournamentN,338,103
novice,tradeN,40,w8
novice,tradeN,40,46
novice,tradeN,40,137
novice,tradeN,73,40
novice,tradeN,73,214
novice,tradeN,73,313
novice,tradeN,326,73
novice,tradeN,326,318
novice,tradeN,326,166
novice,tradeN,326,93
novice,tradeN,326,204
novice,tradeN,326,62
novice,tradeN,326,7
novice,tradeN,326,w9
novice,tradeN,326,162
novice,tradeN,326,197
novice,tradeN,326,208
novice,tradeN,326,251
novice,tradeN,326,90
novice,tradeN,37,326
novice,tradeN,37,255
novice,tradeN,37,170
novice,tradeN,37,236
novice,tradeN,37,23
novice,tradeN,37,238
novice,tradeN,37,w0
novice,tradeN,37,228
novice,tradeN,37,339
novice,tradeN,37,49
novice,tradeN,37,22
novice,tradeN,37,337
novice,tournamentN,66,192
novice,tournamentN,324,140
novice,tournamentN,243,305
novice,tournamentN,287,273
novice,tournamentN,108,121
novice,tournamentN,342,56
